Id,Year,Mon,Res,solids,NTU,org_ml,MPN_100ml,MPN_100ml__1,LosR,Silica,Ca,Mg,Ca_Mg,NO3,NO3_USGS,Cl2,Na,SO4,K,pH,Alk,Hard,Nhard,C_USGSTemp,F_USGS,Temp,MD_Precip_inch_mon,MD_Temp_F
19256,1925,6,104,,,,,,45,,25.2,4.3,29.5,0.51,,5.4,,24.4,,7.9,74,78,,,,77,2.4,74.8
19257,1925,7,,,,,,,,,,,,0.5,,5.9,,,,7.7,,83,,,,78,5.24,74.2
19258,1925,8,,,,,,,,,,,,0.45,,5.6,,,,7.9,,85,,,,72,2.41,71.2
19259,1925,9,,,,,,,,,,,,0.4,,5.4,,,,7.9,,91,,,,68,1.85,70.8
19261,1926,1,,,,,,,,,,,,0.56,,4.4,,,,7.4,,59,,,,34,3.24,31.6
192610,1926,10,,,,,,,,,,,,,,,,,,,,,,,,,3.43,55.3
192611,1926,11,,,,,,,,,,,,,,,,,,,,,,,,,4.53,42.1
192612,1926,12,,,,,,,,,,,,,,,,,,,,,,,,,3.22,31.4
19262,1926,2,,,,,,,,,,,,0.55,,3,,,,7.3,,44,,,,34,4.16,33.3
19263,1926,3,,,,,,,,,,,,0.58,,4.2,,,,7.4,,51,,,,38,2.24,37.2
19264,1926,4,,,,,,,,,,,,0.64,,4.6,,,,7.5,,50,,,,50,1.73,48.8
19265,1926,5,,,,,,,,,,,,0.64,,4.8,,,,7.8,,75,,,,65,1.99,61.2
19266,1926,6,,,,,,,,,,,,0.64,,5.7,,,,7.9,,83,,,,71,2.7,66.9
19267,1926,7,,,,,,,,,,,,,,,,,,,,,,,,,5.43,74.4
19268,1926,8,,,,,,,,,,,,,,,,,,,,,,,,,6.63,74.4
19269,1926,9,,,,,,,,,,,,,,,,,,,,,,,,,5.34,67.2
19271,1927,1,,,,,,,,,,,,,,,,,,,,,,,,,1.66,31.9
192710,1927,10,,,,,,,,,,,,,,,,,,,,,,,,,6.05,58.1
192711,1927,11,,,,,,,,,,,,,,,,,,,,,,,,,2.83,48.9
192712,1927,12,,,,,,,,,,,,,,,,,,,,,,,,,3.77,36.4
19272,1927,2,,,,,,,,,,,,,,,,,,,,,,,,,4.03,39
19273,1927,3,,,,,,,,,,,,,,,,,,,,,,,,,1.75,44.6
19274,1927,4,,,,,,,,,,,,,,,,,,,,,,,,,4.93,48.8
19275,1927,5,,,,,,,,,,,,,,,,,,,,,,,,,3.01,60.9
19276,1927,6,,,,,,,,,,,,,,,,,,,,,,,,,3.59,66.2
19277,1927,7,,,,,,,,,,,,,,,,,,,,,,,,,3.79,73.6
19278,1927,8,,,,,,,,,,,,,,,,,,,,,,,,,4.03,68
19279,1927,9,,,,,,,,,,,,,,,,,,,,,,,,,1.41,67.2
19281,1928,1,,,,,,,,,,,,,,,,,,,,,,,,,2.57,33.6
192810,1928,10,137,,,,,,45,,28,1.1,29.1,0.65,,5.2,,21,,,73,74,,,,,1.03,57.2
192811,1928,11,140,,,,,,44,,29,1.6,30.6,0.8,,5.2,,18,,,,,,,,,1.94,46.1
192812,1928,12,120,,,,,,45,,24,1,25,0.85,,6,,21,,,,65,,,,,1.56,36.3
19282,1928,2,,,,,,,,,,,,,,,,,,,,,,,,,2.9,34.5
19283,1928,3,,,,,,,,,,,,,,,,,,,,,,,,,3.01,40.9
19284,1928,4,,,,,,,,,,,,,,,,,,,,,,,,,5.89,48.8
19285,1928,5,,,,,,,,,,,,,,,,,,,,,,,,,2.49,59.7
19286,1928,6,,,,,,,,,,,,,,,,,,,,,,,,,5.85,68.4
19287,1928,7,144,,,,,,42,,20,1,21,,,5,,18,,,56,53,,,,,4.39,75.1
19288,1928,8,213,,,,,,112,,24.8,1.31,26.11,0.6,,5.2,,16.4,,,63,66,,,,,9.22,75.1
19289,1928,9,136,,,,,,54,,24,2.1,26.1,0.65,,5.1,,20.5,,,68,68,,,,,4.61,62.5
19291,1929,1,120,,,,,,31,,18,1.3,19.3,0.85,,5.2,,22,,,,,,,,,2.78,32
192910,1929,10,131,,,,,,43,,23,1.1,24.1,0.8,,5.2,,17,,7.7,55,62,16,,,57,5.62,52.9
192911,1929,11,127,,,,,,40,,20,1,21,0.9,,5,,13,,7.5,55,62,16,,,57,2.67,45
192912,1929,12,120,,,,,,40,,23,1,24,0.85,,5.2,,18,,7.6,58,60,19,,,35,2.45,36.2
19292,1929,2,124,,,,,,39,,17,2.1,19.1,0.85,,5.4,,24,,,,,,,,,3.72,31.8
19293,1929,3,136,,,,,,30,,14,2.1,16.1,0.8,,5.4,,24,,,41,44,,,,,3.19,47.2
19294,1929,4,,,,,,,,,,,,,,,,,,,,,,,,,6.49,54.3
19295,1929,5,112,,,,,,36,,18,1.3,19.3,0.8,,5.3,,21,,,,,,,,,3.22,61.3
19296,1929,6,,,,,,,,,,,,,,,,,,,,,,,,,5.06,69.7
19297,1929,7,140,,,,,,31,,32,1.1,33.1,1,,5.2,,21.4,,8,80,84,17,,,78,1.83,73.8
19298,1929,8,160,,,,,,56,,32,4.4,36.4,0.9,,4.8,,26.2,,8.2,93,101,18,,,75,2.73,70.9
19299,1929,9,186,,,,,,52,,34,1.3,35.3,0.85,,5.2,,30.3,,8.2,90,91,21,,,72,3.71,67.6
19301,1930,1,100,,,,,,34,,21,1.2,22.2,0.85,,5.3,,16.4,,7.5,51,57,19,,,37,2.77,33.2
193010,1930,10,192,,,,,,56,6,40,3.1,43.1,0.95,,4.8,,28,,8.2,86,113,21,,,58,0.75,53.4
193011,1930,11,202,,,,,,74,5,43,4.8,47.8,0.9,,5,,27,,8,104,127,15,,,44,1.21,43.7
193012,1930,12,222,,,,,,68,5.5,44,3.5,47.5,0.9,,5,,28,,8,117,130,17,,,38,2.72,32.5
19302,1930,2,120,,,,,,46,,20,1.6,21.6,0.85,,5.2,,19,,7.5,45,50,19,,,37,2.15,38.3
19303,1930,3,136,,,,,,40,,19,1.6,20.6,1.1,,5.3,,19,,7.5,44,53,23,,,41,2.19,41.4
19304,1930,4,132,,,,,,27,,20,1,21,0.9,,5,,13,,7.7,47,52,13,,,52,2.56,49.5
19305,1930,5,,,,,,,,,,,,,,,,,,7.9,62,75,14,,,69,2.12,64.1
19306,1930,6,150,,,,,,50,,32,1.6,33.6,0.9,,5,,24,,7.8,76,87,19,,,76,3.4,71.4
19307,1930,7,150,,,,,,44,8.8,33,1.5,34.5,0.9,,5,,26,,8.2,79,90,18,,,85,1.47,76.4
19308,1930,8,202,,,,,,48,8,36,2.8,38.8,1,,4.5,,27,,8.2,84,84,18,,,75,1.07,73.3
19309,1930,9,178,,,,,,50,8,36,4.3,40.3,0.9,,5,,26,,8.2,88,107,21,,,70,1.36,72.3
19311,1931,1,265,,,,,,58,10,33,1,34,0.9,,5,,26,,7.6,77,82,27,,,34,1.73,33.9
193110,1931,10,175,,,,,,70,8,39,2.6,41.6,0.95,,5.2,,,,8,97,104,17,,,62,1.88,58.8
193111,1931,11,203,,,,,,73,10,42,2.6,44.6,0.9,,6.6,,27,,7.9,114,117,23,,,53,0.98,50.9
193112,1931,12,202,,,,,,82,13,35,3.1,38.1,0.9,,5.7,,29,,7.8,88,99,19,,,41,2.49,42.1
19312,1931,2,200,,,,,,68,9,30,1,31,0.9,,5.2,,26,,7.8,66,77,27,,,37,1.68,35.8
19313,1931,3,168,,,,,,42,9.2,25,1.2,26.2,0.9,,5.2,,24,,7.4,45,67,23,,,43,4.34,38.4
19314,1931,4,156,,,,,,48,10,18,2,20,0.9,,5.1,,21,,7.4,35,54,22,,,52,3.13,50.2
19315,1931,5,150,,,,,,38,9.8,18,1.2,19.2,,,5.2,,21,,7.4,37,49,22,,,62,4.39,61.6
19316,1931,6,148,,,,,,63,16,23,1.2,24.2,0.9,,5.2,,23,,7.5,44,62,25,,,75,3.48,70.2
19317,1931,7,,,,,,,,,,,,0.9,,,,26,,7.5,51,69,18,,,81,4.67,77.2
19318,1931,8,156,,,,,,48,10,32.2,3.1,35.3,1,,5.2,,20,,7.8,68,93,17,,,79,8.06,73.4
19319,1931,9,172,,,,,,37,8,30,2.1,32.1,0.9,,5.2,,27,,7.8,80,83,18,,,75,2.78,71.4
19321,1932,1,152,,,,,,50,7.6,22,1,23,0.9,,5.8,,21,,7.5,47,60,25,,,43,5.09,43.8
193210,1932,10,131,,,,,,42,3,23,4.8,27.8,,,5,,21,,7.3,67,77,17,,,54,6.35,56
193211,1932,11,102,,,,,,27,5,12,2.8,14.8,,,5,,27,,7.6,36,41,19,,,46,5.09,42.6
193212,1932,12,114,,,,,,34,5,22,3,25,0.7,,4,,17,,7.5,54,65,20,,,,3.36,37.1
19322,1932,2,158,,,,,,24,7,20,1.1,21.1,0.9,,5.8,,21,,7.5,43,55,19,,,40,2.38,39.5
19323,1932,3,158,,,,,,43,12.8,19,1,20,0.9,,3.8,,21,,7.4,39,50,18,,,40,5.79,37.4
19324,1932,4,132,,,,,,40,12,17,1,18,0.9,,5.8,,20,,7.4,39,47,23,,,52,2.27,49.4
19325,1932,5,146,,,,,,58,9,19,1,20,,,5.6,,28,,7.5,47,51,20,,,,5.16,61.2
19326,1932,6,156,,,,,,44,14,32,1.2,33.2,0.9,,5.2,,23,,7.9,73,82,23,,,75,3.8,70.3
19327,1932,7,173,,,,,,63,14,30,2,32,,,5.4,,24,,8.1,75,83,24,,,80,3.26,74.4
19328,1932,8,,,,,,,,,,,,0.9,,,,,,8.1,86,93,21,,,77,2.5,74.3
19329,1932,9,160,,,,,,49,5,28,8.1,36.1,,,5,,41,,8.6,90,104,24,,,72,2.27,67.3
19331,1933,1,99,,,,,,32,3.4,17,3.1,20.1,0.7,,4,,18,,7.4,46,54,19,,,40,3.2,40.2
193310,1933,10,141,,,,,,42,3.2,25,3.11,28.11,0.58,,5.8,,27,,8,68,77,21,,,60,1.98,54.4
193311,1933,11,164,,,,,,55,3.2,33,4.4,37.4,0.85,,5.6,,25,,8.1,82,102,21,,,44,1.49,41.8
193312,1933,12,149,,,,,,51,1.6,32,2.6,34.6,0.8,,5.6,,28,,7.9,71,90,21,,,38,3.08,36
19332,1933,2,94,,,,,,27,3.4,18,2.6,20.6,0.8,,4.4,,21,,7.4,39,50,18,,,36,3.08,35.4
19333,1933,3,92,,,,,,29,4.4,15,2.6,17.6,0.8,,3.6,,18,,7.4,38,48,18,,,41,4.06,39.7
19334,1933,4,89,,,,,,30,4,12,3.5,15.5,,,3.6,,17,,7.5,38,94,18,,,54,5.23,51.7
19335,1933,5,92,,,,,,30,2.2,18,2.5,20.5,0.7,,3.8,,19,,7.5,47,52,20,,,65,5.47,64.3
19336,1933,6,133,,,,,,50,2.4,20,3.7,23.7,0.6,,5.2,,23,,7.7,68,74,21,,,75,2.63,71.9
19337,1933,7,135,,,,,,51,1.4,32,2.5,34.5,0.8,,6,,22,,7.4,78,92,23,,,78,5.72,73.6
19338,1933,8,134,,,,,,45,2.6,24,2.2,26.2,0.8,,5.4,,21,,7.7,66,68,20,,,77,10.07,73.5
19339,1933,9,116,,,,,,34,1.6,21,3.5,24.5,0.86,,5.8,,17,,7.7,54,62,14,,,71,3.04,69.6
19341,1934,1,96,,,,,,33,2,17,3.1,20.1,0.85,,3.8,,19,,7.4,40,53,21,,,36,2.45,36.4
193410,1934,10,160,,,,,,48,4.6,26,2.2,28.2,0.87,,5.8,,21,,7.7,65,74,16,,,60,1.36,54.1
193411,1934,11,136,,,,,,50,1.4,30,4.4,34.4,0.85,,5.8,,21,,7.9,76,94,20,,,47,3.62,47
193412,1934,12,107,,,,,,40,1.8,26,2.8,28.8,0.85,,4.2,,20,,7.5,47,66,16,,,37,2.63,34.4
19342,1934,2,131,,,,,,41,2.7,27,2.4,29.4,1,,6,,22,,7.6,64,74,17,,,32,3.15,21.6
19343,1934,3,82,,,,,,34,2.2,16,2.6,18.6,1,,5.8,,17,,7.8,49,50,18,,,38,4.68,38.1
19344,1934,4,96,,,,,,32,5.6,15,2.7,17.7,0.85,,5.4,,17,,7.3,36,50,16,,,54,2.6,50.7
19345,1934,5,190,,,,,,37,4.2,18,3.4,21.4,0.85,,4.8,,16,,7.6,52,78,20,,,67,5.08,63.3
19346,1934,6,129,,,,,,50,2.6,23,4.1,27.1,0.85,,6,,20,,7.8,67,80,17,,,77,3.21,74.1
19347,1934,7,132,,,,,,49,3.4,25,5.7,30.7,0.8,,5.6,,22,,8.6,80,86,17,,,84,3.15,78
19348,1934,8,160,,,,,,50,3.6,36,3.8,39.8,0.9,,6,,24,,7.9,82,94,18,,,78,4.73,71.7
19349,1934,9,98,,,,,,38,4.6,24,3.1,27.1,0.75,,6.025,,25,,7.7,61,66,17,,,72,9.17,68
19351,1935,1,98,,,,,,32,2.6,18,2.8,20.8,0.8,,4,,19,,7.4,42,55,18,,,35,4.74,30.7
193510,1935,10,139,,,,,,51,4,35,2.5,37.5,0.8,,7.6,,25,,8.2,82,97,16,,,61,2.71,55.6
193511,1935,11,125,,,,,,56,6.7,24,9.1,33.1,0.8,,5,,28,,7.6,60,80,20,,,53,4.46,47.9
193512,1935,12,106,,,,,,36,1,17,3.2,20.2,0.8,,6.8,,21,,7.5,43,58,16,,,34,2.53,29.3
19352,1935,2,109,,,,,,39,1.4,18,2.6,20.6,0.8,,5,,19,,7.4,42,53,17,,,36,2.73,32.4
19353,1935,3,96,,,,,,34,2.4,18,3.5,21.5,0.8,,4,,21,,7.5,43,55,16,,,47,3.09,46.9
19354,1935,4,192,,,,,,34,2.2,19,3,22,0.88,,4.2,,15,,7.5,43,55,18,,,52,3.83,48.8
19355,1935,5,104,,,,,,43,1.8,18,3.2,21.2,0.9,,4.6,,19,,7.648,48,59,15,,,64,3.65,58.8
19356,1935,6,134,,,,,,47,1.6,24,3.8,27.8,0.85,,5,,26,,7.5,58,76,10,,,75,4.62,70
19357,1935,7,170,,,,,,48,4.8,36,3.9,39.9,0.75,,6.8,,23,,8,77,88,10,,,82,4.44,76.5
19358,1935,8,150,,,,,,53,2,32,2.8,34.8,0.75,,7.2,,25,,8.6,81,90,9,,,79,3.31,73.7
19359,1935,9,109,,,,,,55,2.6,27,1.2,28.2,0.81,,7.8,,25,,8,64,75,9,,,67,8.64,64.6
19361,1936,1,92,,,,,,28,2.8,17,3.3,20.3,0.75,,5.2,,18,,7.3,36,51,16,,,35,6.19,27.7
193610,1936,10,161,,,,,,54,3.4,30,6.3,36.3,0.9,,6.5,,26,,7.9,76,101,24,,,63,3.26,57.4
193611,1936,11,149,,,,,,94,2.4,23,5.3,28.3,0.85,,5.8,,25,,7.9,71,99,24,,,48,1.06,42.4
193612,1936,12,111,,,,,,36,3.8,16,2.2,18.2,0.9,,5.8,,22,,7.4,44,64,19,,,39,5.49,37.2
19362,1936,2,110,,,,,,38,4,18,3.3,21.3,0.7,,6.6,,13,,7.3,46,60,14,,,33,3.96,25.9
19363,1936,3,87,,,,,,32,4,11,3.5,14.5,0.8,,4,,20,,7.3,30,44,12,,,44,5.55,46.4
19364,1936,4,98,,,,,,37,2,19,2.2,21.2,0.87,,4.3,,18,,7.7,44,55,17,,,53,2.94,48.9
19365,1936,5,151,,,,,,63,1.6,26,9.5,35.5,0.9,,7.1,,29,,8,66,88,19,,,67,2.02,64.1
19366,1936,6,147,,,,,,50,2,31,4.3,35.3,0.87,,6.2,,23,,7.4,76,95,18,,,73,3.29,70.2
19367,1936,7,161,,,,,,62,2,38,2.6,40.6,0.9,,8.5,,33,,8.1,82,102,19,,,80,4.16,75.4
19368,1936,8,,,,,,,,,,,,,,,,,,8.1,75,100,19,,,80,4.33,75.5
19369,1936,9,198,,,,,,6.6,5,38,5.7,43.7,0.79,,7.6,,27,,8.3,92,113,23,,,74,2.59,68.8
19371,1937,1,92,,,,,,37,3.2,16,3.5,19.5,0.92,,4,,21,,7.3,31,49,18,,,44,7.78,41.5
193710,1937,10,127,,,,,,66,3,25,2.2,27.2,0.5,,6,,17,,7.8,63,75,13,,,59,6.95,53
193711,1937,11,97,,,,,,38,4,22,1.9,23.9,0.8,,5.2,,18,,7.2,73,63,23,,,48,3.56,43.5
193712,1937,12,114,,,,,,40,4,25,2.5,27.5,1,,5.6,,15,,7.6,50,73,23,,,39,1.33,33.9
19372,1937,2,100,,,,,,35,4,19,3.9,22.9,0.9,,5.6,,21,,7.3,35,54,19,,,40,3.2,34.2
19373,1937,3,92,,,,,,28,1.6,18,4.4,22.4,0.9,,4.7,,20,,7.6,43,62,15,,,44,2.1,38.7
19374,1937,4,102,,,,,,30,3,18,3.9,21.9,0.9,,5.8,,15,,7.8,48,65,14,,,55,6.32,50.4
19375,1937,5,132,,,,,,59,3,21,3.9,24.9,1.1,,5.7,,19,,7.8,54,68,14,,,64,3.45,62.5
19376,1937,6,139,,,,,,53,5,25,3.1,28.1,0.9,,7,,15,,7.7,59,76,17,,,77,5.07,72
19377,1937,7,110,,,,,,38,3,24,5.3,29.3,0.85,,6.6,,19,,8,69,81,13,,,77,4.02,74.6
19378,1937,8,113,,,,,,41,4,36,3.1,39.1,0.9,,,,21,,7.9,71,88,15,,,79,7.08,75.3
19379,1937,9,122,,,,,,50,3,24,4.4,28.4,0.9,,8,,16,,7.9,65,79,13,,,70,1.79,63.5
19381,1938,1,102,,,,,,42,3,21,4.4,25.4,1,,5.2,,18,,7.6,44,69,26,,,38,2.39,32.9
193810,1938,10,152,,,,,,60,2,27,4.9,31.9,0.75,,8.8,,21,,8.3,75,90,16,,,61,2.01,55.9
193811,1938,11,146,,,,,,54,1.6,28,5.3,33.3,0.72,,7.6,,20,,8.1,73,93,19,,,49,2.87,47.1
193812,1938,12,108,,,,,,39,3,22,1.9,23.9,0.79,,6.8,,21,,7.6,93,58,16,,,40,2.86,35.6
19382,1938,2,97,,,,,,36,3,19,4,23,1.3,,4.9,,15,,7.8,39,64,23,,,41,2.66,38.2
19383,1938,3,94,,,,,,28,2.6,17,5.3,22.3,1.2,,5.3,,19,,7.8,39,64,24,,,47,2.87,46.2
19384,1938,4,97,,,,,,31,4,18,4.4,22.4,1.6,,4.3,,19,,7.7,44,64,20,,,56,1.81,53.9
19385,1938,5,98,,,,,,25,4,23,3.2,26.2,0.6,,6.6,,23,,7.9,48,70,21,,,65,4.36,60.8
19386,1938,6,127,,,,,,48,2.6,26,3.2,29.2,0.95,,5.8,,23,,7.7,54,76,22,,,74,4.29,69.5
19387,1938,7,122,,,,,,30,3,26,3.2,29.2,0.8,,5.5,,20,,7.9,63,78,15,,,80,7.63,75.5
19388,1938,8,117,,,,,,40,3,22,4.3,26.3,0.8,,5.7,,17,,7.8,60,76,16,,,81,2.51,75.8
19389,1938,9,141,,,,,,46,4.4,27,2.6,29.6,0.7,,4,,18,,8,70,79,12,,,71,6.07,65.2
19391,1939,1,106,,,,,,35,2.6,19,3.9,22.9,0.75,,6.6,,19,,7.7,47,64,17,,,38,3.7,34.5
193910,1939,10,128,,,,,,44,4.4,28,3.4,31.4,,,4.6,,25,,8.1,73,83,12,,,64,4.82,56.3
193911,1939,11,134,,,,,,38,7.4,28,1.9,29.9,,,5.4,,25,,7.9,59,77,24,,,47,1.35,42.4
193912,1939,12,129,,,,,,51,5,34,1.3,35.3,,,5.8,,29,,8.3,79,89,10,,,41,1.97,37
19392,1939,2,80,,,,,,37,2.8,16,3.5,19.5,0.75,,6,,15,,7.3,33,50,16,,,41,5.2,38.7
19393,1939,3,90,,,,,,27,3,18,3.9,21.9,1,,4,,16,,7.3,37,60,23,,,47,3.92,43.2
19394,1939,4,86,,,,,,22,3.2,16,3.8,19.8,0.75,,4,,18,,7.5,36,66,18,,,54,5.03,50.3
19395,1939,5,109,,,,,,42,4,,3.1,,0.8,,4,,16,,7.9,53,67,17,,,67,1.08,64.3
19396,1939,6,133,,,,,,55,6,25,4.9,29.9,0.9,,4.1,,24,,7.8,65,85,18,,,79,4.89,72.4
19397,1939,7,,,,,,,,,,,,,,,,,,8,65,85,21,,,79,3.72,73.4
19398,1939,8,131,,,,,,47,4,30,4.2,34.2,,,7,,22,,8,66,90,23,,,81,4.5,75.7
19399,1939,9,141,,,,,,42,2,31,5,36,,,5.3,,21,,8,84,95,12,,,75,3.26,68.1
19401,1940,1,120,,,,,,31,3.4,27,1.8,28.8,,,5.7,,30,,7.7,66,75,10,,,34,2.43,21.5
194010,1940,10,129,,,,,,40,3.6,27,3.1,30.1,1,,7.8,,25,,8,69,78,9,,,59,2.36,52.6
194011,1940,11,132,,,,,,40,2.2,19,3.6,22.6,1,,6,,31,,7.6,53,63,14,,,51,5.09,44.5
194012,1940,12,108,,,,,,24,4.8,18,5.7,23.7,0.7,,6,,26,,7.7,54,68,13,,,43,2.5,39.6
19402,1940,2,112,,,,,,38,4.2,22,2,24,,,3,,20,,7.4,47,60,18,,,41,2.98,33.1
19403,1940,3,95,,,,,,21,4.8,18,2.6,20.6,,,3.7,,15,,7.4,37,55,19,,,48,3.86,37.3
19404,1940,4,79,,,,,,25,3,17,2.9,19.9,,,4.7,,16,,7.3,37,53,17,,,63,5.88,47.2
19405,1940,5,93,,,,,,35,2,22,4.8,26.8,,,4.2,,16,,7.8,54,71,18,,,73,4.4,61.4
19406,1940,6,102,,,,,,37,3.8,22,5.2,27.2,,,4.4,,21,,7.6,51,75,23,,,57,2.03,71.3
19407,1940,7,,,,,,,,,,,,,,,,,,8,68,82,13,,,80,3.48,74.5
19408,1940,8,123,,,,,,39,1.8,29,3.9,32.9,1,,8.2,,23,,7.9,81,87,12,,,78,5.29,71.1
19409,1940,9,119,,,,,,39,4.6,23,3.4,26.4,0.9,,6.4,,16,,7.9,59,70,13,,,71,3.47,63.8
19411,1941,1,112,,,,,,31,4,22,3.1,25.1,0.9,,6,,24,,7.6,51,65,15,,,40,3.06,31.3
194110,1941,10,179,,,,,,60,4.6,40,6.6,46.6,0.3,,7.4,,26,,8.2,103,128,25,,,69,1.74,61.3
194111,1941,11,216,,,,,,55,3.6,44,7.4,51.4,0.8,,3,,34,,8.4,104,140,34,,,54,1.68,46.8
194112,1941,12,188,,,,,,52,5,34,6.1,40.1,0.64,,3.2,,25,,8.1,80,108,26,,,45,3.54,38.8
19412,1941,2,107,,,,,,30,3.6,24,2.2,26.2,0.85,,6.3,,23,,7.6,50,70,21,,,37,1.49,30.5
19413,1941,3,101,,,,,,40,2.5,19,4.8,23.8,0.8,,5.3,,17,,7.7,47,69,22,,,41,2.28,36.1
19414,1941,4,111,,,,,,45,4.6,22,3.5,25.5,0.85,,5.8,,19,,7.6,48,69,23,,,58,3.09,55.8
19415,1941,5,101,,,,,,40,2.8,19,4.8,23.8,0.85,,6.3,,17,,8,74,92,20,,,69,2.36,63.5
19416,1941,6,120,,,,,,45,2.4,26,3.1,29.1,0.8,,7.2,,26,,7.7,58,78,20,,,74,4.97,69.9
19417,1941,7,124,,,,,,40,2.6,24,5.9,29.9,1,,6.4,,21,,7.9,63,84,19,,,80,5.51,74.9
19418,1941,8,130,,,,,,,,,,,,,,,,,8,81,104,23,,,80,3.23,72.5
19419,1941,9,156,,,,,,49,5.2,36,5.5,41.5,0.3,,6.1,,25,,8.1,88,113,25,,,77,0.58,69.2
19421,1942,1,150,,,,,,52,1.6,30,3.5,33.5,0.95,,3.9,,27,,7.7,40,87,23,,,40,2.61,31.6
194210,1942,10,169,,,,,,14,6.8,24,4.5,28.5,0.6,,3.9,,20,,7.5,58,80,21,,,64,6.54,57.1
194211,1942,11,122,,,,,,18,7,25,5.5,30.5,0.59,,3.9,,21,,7.6,63,85,22,,,53,2.33,45.8
194212,1942,12,111,,,,,,15,7.1,22,4.5,26.5,0.9,,4.5,,19,,7.6,53,80,25,,,41,3.83,31.6
19422,1942,2,,,,,,,,,,,,,,,,,,7.5,44,69,23,,,38,2.13,30.8
19423,1942,3,101,,,,,,33,2.4,20,3.7,23.7,1.2,,2.9,,23,,7.5,39,63,22,,,47,6.09,43.7
19424,1942,4,112,,,,,,50,4,20,3.5,23.5,1.2,,2.7,,21,,7.5,40,60,19,,,55,1.11,54.6
19425,1942,5,140,,,,,,65,2.4,26,3.1,29.1,0.8,,2.8,,28,,7.7,46,75,27,,,68,4.01,65.4
19426,1942,6,138,,,,,,70,3,26,4.8,30.8,0.9,,3.7,,21,,7.7,55,72,18,,,75,4.25,71.5
19427,1942,7,166,,,,,,30,5.1,24,3.7,27.7,0.7,,2.6,,16,,7.8,66,74,10,,,80,4.88,75.5
19428,1942,8,106,,,,,,17,4.6,24,3.9,27.9,0.5,,3.6,,19,,7.5,57,77,22,,,77,7.55,72.1
19429,1942,9,157,,,,,,14,4.5,30,5.8,35.8,0.5,,3.4,,17,,7.8,79,94,15,,,73,3.11,67.3
19431,1943,1,125,,,,,,22,5.6,19,6.1,25.1,0.8,,3.3,,18,,7.6,48,74,27,,,40,2.96,33.2
194310,1943,10,181,,,,,,13,2.2,36,9.8,45.8,0.4,,8.7,,40,,8.1,99,126,28,,,57,5.14,53.6
194311,1943,11,139,,,,,,23,6.9,26,6,32,1.7,,7.5,,26,,7.7,61,86,26,,,47,3.01,43.1
194312,1943,12,167,,,,,,15,3.1,34,8.1,42.1,2.5,,7.7,,35,,8,86,115,34,,,37,1.45,33.7
19432,1943,2,117,,,,,,17,8.6,19,4.9,23.9,0.5,,3.9,,18,,7.4,42,67,22,,,40,2.13,35
19433,1943,3,121,,,,,,20,7.2,19,3.9,22.9,0.68,,3.4,,17,,7.2,43,64,18,,,45,3.58,41.7
19434,1943,4,127,,,,,,14,5.2,21,4.5,25.5,0.7,,2.8,,18,,7.9,53,71,18,,,53,3.23,47.6
19435,1943,5,159,,,,,,25,6.4,21,4.4,25.4,0.7,,3,,16,,7.7,52,68,16,,,65,4.58,63.9
19436,1943,6,152,,,,,,21,6.3,27,5.6,32.6,0.9,,3.3,,19,,7.8,68,66,14,,,78,2.51,75.9
19437,1943,7,151,,,,,,17,4.6,34,6.7,40.7,1.06,,5.6,,26,,8,86,106,20,,,80,2.33,75.1
19438,1943,8,152,,,,,,15,4.9,33,8.3,41.3,0.53,,6.1,,30,,8.2,92,112,18,,,81,1.4,75.2
19439,1943,9,175,,,,,,17,2.1,34,10.3,44.3,0.4,,8.8,,38,,8.1,97,126,27,,,72,2,65
19441,1944,1,115,,,,,,13,4.9,24,5.1,29.1,2.6,,5.2,,23,,7.6,55,79,24,,,36,3.35,34
194410,1944,10,178,,,,,,17,2.6,34,6.7,40.7,0.4,,1.9,,34,,7.6,84,112,23,,,61,3.48,54.4
194411,1944,11,170,,,,,,14,3.6,31,6.6,37.6,2.4,,2.4,,30,,7.4,84,101,16,,,49,3.52,44.2
194412,1944,12,185,,,,,,20,3.7,25,3.6,28.6,0.7,,1.1,,34,,7.5,48,72,22,,,36,3.39,31.4
19442,1944,2,106,,,,,,14,8.6,22,4.7,26.7,2,,4.6,,22,,7.6,46,74,26,,,36,2.75,34.6
19443,1944,3,83,,,,,,15,7.9,15,3.6,18.6,1.6,,2.6,,18,,7.3,30,50,20,,,43,5.76,39.4
19444,1944,4,95,,,,,,25,6.2,17,3.7,20.7,1.1,,2.9,,17,,7.5,39,59,18,,,52,4.25,50
19445,1944,5,92,,,,,,14,5.2,22,3.1,25.1,1,,2.5,,19,,7.7,48,69,20,,,68,2.24,67.8
19446,1944,6,158,,,,,,30,5.2,35,5.1,40.1,1.6,,3,,21,,7.7,67,92,22,,,76,3.19,72
19447,1944,7,169,,,,,,13,3.5,37,6,43,1.6,,4,,23,,8.1,82,108,24,,,81,2.76,75.4
19448,1944,8,151,,,,,,12,4.2,38,6.5,44.5,1.5,,6.2,,26,,8.1,94,124,30,,,81,3.43,73.7
19449,1944,9,161,,,,,,25,3.3,38,5.2,43.2,1.7,,4.3,,30,,7.9,98,122,24,,,74,5,67.4
19451,1945,1,160,,,,,,20,7.2,20,4.7,24.7,0.9,,1.8,,22,,7.5,48,71,21,,,34,3.29,27.7
